Order ID,Order Date,Customer Name,Region,Category,Sales,Quantity,Discount,Profit
US-2017-106663,6/9/2017,Meg O'Connel,Central,Office Supplies,36.352,8,0.2,11.36
CA-2017-111178,6/15/2017,Tamara Dahlen,Central,Office Supplies,19.56,5,0.2,1.7115
CA-2017-130351,12/5/2017,Rob Beeghly,Central,Office Supplies,61.44,3,0,16.5888
CA-2017-130351,12/5/2017,Rob Beeghly,Central,Office Supplies,38.9,5,0,17.505
CA-2017-130351,12/5/2017,Rob Beeghly,Central,Technology,99.39,3,0,40.7499
US-2017-119438,3/18/2017,Carol Darley,Central,Office Supplies,2.688,3,0.8,-7.392
US-2017-119438,3/18/2017,Carol Darley,Central,Technology,27.816,3,0.2,4.5201
US-2017-119438,3/18/2017,Carol Darley,Central,Furniture,82.524,3,0.6,-41.262
US-2017-119438,3/18/2017,Carol Darley,Central,Office Supplies,182.994,3,0.8,-320.2395
CA-2016-164511,11/19/2016,Doug Jacobs,East,Office Supplies,14.352,3,0.2,4.6644
CA-2016-164511,11/19/2016,Doug Jacobs,East,Office Supplies,64.96,2,0,2.5984
CA-2016-164511,11/19/2016,Doug Jacobs,East,Office Supplies,68.6,4,0,18.522
US-2017-168116,11/4/2017,Grant Thornton,South,Technology,7999.98,4,0.5,-3839.9904
US-2017-168116,11/4/2017,Grant Thornton,South,Office Supplies,167.44,2,0.2,14.651
CA-2014-157784,7/5/2014,Michael Chen,South,Technology,479.97,3,0,163.1898
CA-2014-157784,7/5/2014,Michael Chen,South,Office Supplies,14.62,2,0,6.8714
CA-2014-157784,7/5/2014,Michael Chen,South,Office Supplies,19.44,3,0,9.3312
CA-2017-161480,12/25/2017,Ralph Arnett,East,Furniture,191.984,2,0.2,4.7996
US-2014-117135,6/21/2014,Naresj Patel,South,Furniture,104.01,1,0,14.5614
US-2014-117135,6/21/2014,Naresj Patel,South,Technology,284.82,1,0,74.0532
US-2014-117135,6/21/2014,Naresj Patel,South,Office Supplies,36.84,3,0,10.3152
CA-2015-131534,3/28/2015,Alan Barnes,West,Technology,166.24,1,0,24.936
CA-2015-131534,3/28/2015,Alan Barnes,West,Office Supplies,33.4,5,0,16.032
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,198.272,8,0.2,17.3488
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,47.36,4,0.2,17.76
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,200.984,7,0.2,62.8075
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,97.696,4,0.2,31.7512
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,2.696,1,0.2,0.8088
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,18.588,2,0.7,-13.6312
CA-2015-119291,5/14/2015,Jesus Ocampo,East,Office Supplies,4.896,3,0.7,-3.4272
CA-2017-114552,9/2/2017,Dorris liebe,East,Furniture,15.072,3,0.2,4.1448
CA-2016-163755,11/4/2016,Alejandro Savely,West,Furniture,209.88,3,0,35.6796
CA-2015-142027,4/9/2015,Jay Kimmel,West,Furniture,369.912,3,0.2,-13.8717
CA-2014-138527,9/12/2014,Brad Norvell,South,Office Supplies,10.368,2,0.2,3.6288
CA-2014-138527,9/12/2014,Brad Norvell,South,Office Supplies,166.84,5,0.2,18.7695
CA-2014-138527,9/12/2014,Brad Norvell,South,Technology,15.216,1,0.2,2.2824
CA-2014-112158,12/2/2014,David Philippe,East,Technology,119.96,4,0,52.7824
CA-2014-112158,12/2/2014,David Philippe,East,Furniture,883.92,5,0.2,-110.49
CA-2014-112158,12/2/2014,David Philippe,East,Office Supplies,46.72,8,0.2,15.768
CA-2014-113887,4/5/2014,Tracy Hopkins,East,Office Supplies,55.48,1,0,26.6304
CA-2017-146136,9/3/2017,Arthur Prichep,South,Office Supplies,24.448,4,0.2,8.8624
US-2017-100048,5/19/2017,Roland Schwarz,East,Office Supplies,281.34,6,0,109.7226
US-2017-100048,5/19/2017,Roland Schwarz,East,Technology,307.98,2,0,89.3142
US-2017-100048,5/19/2017,Roland Schwarz,East,Technology,299.97,3,0,113.9886
CA-2014-153150,7/1/2014,Dorris liebe,West,Office Supplies,19.92,5,0.2,6.972
CA-2014-130092,1/11/2014,Seth Vernon,East,Furniture,9.94,2,0,3.0814
CA-2017-108910,9/24/2017,Kelly Collister,East,Furniture,103.056,3,0.2,24.4758
CA-2014-104472,6/2/2014,Christine Kargatis,West,Office Supplies,59.808,3,0.2,19.4376
CA-2014-104472,6/2/2014,Christine Kargatis,West,Furniture,73.32,6,0,21.996
CA-2016-112942,2/13/2016,Ross DeVincentis,West,Office Supplies,146.82,3,0,73.41
CA-2016-142335,12/15/2016,Michael Paige,Central,Furniture,1652.94,3,0,231.4116
CA-2016-142335,12/15/2016,Michael Paige,Central,Office Supplies,296.37,3,0,80.0199
CA-2014-117429,10/7/2014,Mathew Reese,East,Furniture,129.92,5,0.2,21.112
CA-2016-114713,7/7/2016,Steve Chapman,South,Office Supplies,45.584,7,0.2,5.1282
CA-2017-144113,9/16/2017,Jay Fein,Central,Office Supplies,17.568,2,0.2,6.3684
CA-2017-144113,9/16/2017,Jay Fein,Central,Technology,55.992,1,0.2,5.5992
US-2016-150861,12/3/2016,Emily Grady,East,Office Supplies,182.72,8,0,84.0512
US-2016-150861,12/3/2016,Emily Grady,East,Furniture,400.032,2,0.4,-153.3456
US-2016-150861,12/3/2016,Emily Grady,East,Office Supplies,33.63,3,0,10.089
US-2016-150861,12/3/2016,Emily Grady,East,Furniture,542.646,3,0.1,102.4998
US-2016-150861,12/3/2016,Emily Grady,East,Office Supplies,6.3,2,0,3.024
CA-2017-131954,1/21/2017,Darrin Sayre,West,Office Supplies,242.94,3,0,9.7176
CA-2017-131954,1/21/2017,Darrin Sayre,West,Technology,179.97,3,0,86.3856
CA-2017-131954,1/21/2017,Darrin Sayre,West,Office Supplies,99.696,6,0.2,33.6474
CA-2017-131954,1/21/2017,Darrin Sayre,West,Office Supplies,27.936,4,0.2,9.4284
CA-2017-131954,1/21/2017,Darrin Sayre,West,Furniture,84.98,1,0,18.6956
CA-2017-131954,1/21/2017,Darrin Sayre,West,Office Supplies,18.72,5,0.2,6.552
CA-2014-132500,9/8/2014,Gary Zandusky,West,Technology,49.98,2,0,8.4966
CA-2014-112326,1/4/2014,Phillina Ober,Central,Office Supplies,11.784,3,0.2,4.2717
CA-2014-112326,1/4/2014,Phillina Ober,Central,Office Supplies,272.736,3,0.2,-64.7748
CA-2014-112326,1/4/2014,Phillina Ober,Central,Office Supplies,3.54,2,0.8,-5.487
US-2016-146710,8/27/2016,Sung Shariari,Central,Office Supplies,51.52,5,0.2,-10.948
US-2016-146710,8/27/2016,Sung Shariari,Central,Office Supplies,3.528,1,0.2,1.1466
US-2016-146710,8/27/2016,Sung Shariari,Central,Office Supplies,4.624,1,0.2,1.6762
US-2016-146710,8/27/2016,Sung Shariari,Central,Office Supplies,55.168,4,0.2,6.2064
CA-2014-124429,5/27/2014,Maya Herman,West,Furniture,567.12,10,0.2,-28.356
CA-2014-124429,5/27/2014,Maya Herman,West,Office Supplies,359.32,4,0,7.1864
CA-2016-150889,3/20/2016,Peter Bühler,Central,Technology,11.992,1,0.2,0.8994
CA-2017-126074,10/2/2017,Roland Fjeld,Central,Office Supplies,58.05,3,0,26.703
CA-2017-126074,10/2/2017,Roland Fjeld,Central,Furniture,157.74,11,0,56.7864
CA-2017-126074,10/2/2017,Roland Fjeld,Central,Office Supplies,56.98,7,0,22.792
CA-2017-126074,10/2/2017,Roland Fjeld,Central,Office Supplies,2.88,1,0,1.4112
CA-2016-110499,4/7/2016,Yoseph Carroll,West,Technology,1199.976,3,0.2,374.9925
CA-2015-135272,12/7/2015,Melanie Seite,West,Furniture,79.92,4,0,28.7712
CA-2016-140928,9/18/2016,Nona Balk,South,Furniture,383.438,4,0.45,-167.3184
CA-2014-106803,12/29/2014,Debra Catini,Central,Office Supplies,24.56,2,0,6.8768
CA-2014-106803,12/29/2014,Debra Catini,Central,Technology,119.8,4,0,47.92
CA-2017-117240,7/23/2017,Christine Phan,East,Office Supplies,13.128,3,0.2,4.2666
CA-2017-133333,9/18/2017,Barry Französisch,Central,Office Supplies,22.72,4,0,10.224
CA-2015-112319,8/31/2015,Andrew Roberts,West,Office Supplies,58.32,9,0,27.9936
CA-2017-126046,11/3/2017,Julie Creighton,South,Office Supplies,12.39,3,0,5.6994
CA-2015-114923,2/8/2015,Lisa Hazard,East,Technology,107.982,3,0.4,-26.9955
CA-2014-162775,1/13/2014,Chris Selesnick,South,Office Supplies,11.36,2,0,5.3392
CA-2014-162775,1/13/2014,Chris Selesnick,South,Office Supplies,50.94,3,0,25.47
CA-2014-162775,1/13/2014,Chris Selesnick,South,Technology,646.74,6,0,258.696
CA-2014-162775,1/13/2014,Chris Selesnick,South,Office Supplies,5.64,3,0,2.7072
CA-2014-162775,1/13/2014,Chris Selesnick,South,Office Supplies,572.58,6,0,34.3548
CA-2014-106810,5/14/2014,Anthony Johnson,South,Furniture,310.88,2,0.2,23.316
CA-2016-157245,5/19/2016,Laurel Elliston,South,Furniture,641.96,2,0,179.7488
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Office Supplies,18.28,2,0,9.14
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Technology,207,3,0,51.75
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Office Supplies,32.35,5,0,16.175
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Office Supplies,7.71,1,0,3.4695
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Office Supplies,40.3,2,0,10.881
CA-2017-104220,1/30/2017,Benjamin Venier,Central,Furniture,34.58,7,0,14.5236
CA-2014-165974,6/29/2014,Dan Lawera,East,Office Supplies,32.76,7,0.2,3.6855
CA-2015-144267,8/21/2015,Nick Zandusky,West,Furniture,544.008,3,0.2,40.8006
CA-2015-144267,8/21/2015,Nick Zandusky,West,Office Supplies,59.94,3,0,28.1718
CA-2015-144267,8/21/2015,Nick Zandusky,West,Office Supplies,23.92,4,0,11.7208
CA-2015-144267,8/21/2015,Nick Zandusky,West,Office Supplies,4.28,1,0,1.926
US-2015-157014,10/3/2015,Bryan Mills,East,Office Supplies,32.07,5,0.7,-22.449
US-2015-157014,10/3/2015,Bryan Mills,East,Technology,24,2,0.2,-2.7
US-2015-157014,10/3/2015,Bryan Mills,East,Furniture,35.49,1,0.5,-15.6156
US-2015-157014,10/3/2015,Bryan Mills,East,Technology,47.984,2,0.2,0.5998
CA-2015-154921,5/23/2015,Erin Ashbrook,South,Office Supplies,186.69,3,0,87.7443
CA-2017-129567,3/17/2017,Clay Ludtke,West,Office Supplies,17.456,2,0.2,5.8914
CA-2015-154620,12/12/2015,Liz Thompson,West,Furniture,348.928,2,0.2,34.8928
CA-2015-115938,6/26/2015,Sue Ann Reed,South,Office Supplies,143.96,4,0,69.1008
CA-2015-115938,6/26/2015,Sue Ann Reed,South,Office Supplies,15.42,1,0,4.1634
CA-2015-115938,6/26/2015,Sue Ann Reed,South,Office Supplies,43.04,8,0,21.0896
CA-2015-115938,6/26/2015,Sue Ann Reed,South,Furniture,332.94,3,0,79.9056
CA-2016-105256,5/20/2016,Joe Kamberova,South,Technology,1363.96,5,0.2,85.2475
CA-2014-156433,9/20/2014,Erica Smith,West,Office Supplies,9.96,2,0,4.5816
CA-2014-156433,9/20/2014,Erica Smith,West,Office Supplies,21.72,4,0,10.6428
CA-2017-151428,9/21/2017,Rick Hansen,Central,Office Supplies,20.16,7,0,9.8784
CA-2015-124653,12/24/2015,David Bremer,East,Office Supplies,132.79,7,0,63.7392
CA-2015-124653,12/24/2015,David Bremer,East,Office Supplies,12.96,2,0,6.2208
CA-2015-124653,12/24/2015,David Bremer,East,Office Supplies,21.56,7,0,10.3488
CA-2015-101910,11/27/2015,Carlos Daly,West,Furniture,283.92,5,0.2,17.745
CA-2017-105809,2/20/2017,Helen Wasserman,West,Furniture,22.23,1,0,7.3359
CA-2017-105809,2/20/2017,Helen Wasserman,West,Technology,215.968,2,0.2,18.8972
CA-2016-136133,8/18/2016,Helen Wasserman,East,Office Supplies,355.32,9,0,99.4896
CA-2016-115504,3/12/2016,Mike Caudle,South,Office Supplies,12.96,2,0,6.2208
CA-2017-135783,4/22/2017,Gary McGarr,West,Furniture,18.28,2,0,6.2152
CA-2014-134313,11/1/2014,Russell Applegate,West,Office Supplies,43.176,3,0.2,4.3176
CA-2014-134313,11/1/2014,Russell Applegate,West,Technology,1983.968,4,0.2,247.996
CA-2015-140921,2/3/2015,Allen Armold,Central,Furniture,28.4,2,0,11.076
CA-2015-140921,2/3/2015,Allen Armold,Central,Technology,149.97,3,0,50.9898
CA-2014-151995,10/13/2014,Zuschuss Carroll,West,Office Supplies,11.52,4,0,3.2256
CA-2014-151995,10/13/2014,Zuschuss Carroll,West,Furniture,1298.55,5,0,311.652
CA-2014-151995,10/13/2014,Zuschuss Carroll,West,Office Supplies,213.92,4,0,62.0368
CA-2014-151995,10/13/2014,Zuschuss Carroll,West,Technology,25.78,2,0,2.578
CA-2017-143686,5/14/2017,Pauline Johnson,West,Furniture,18.28,2,0,6.2152
CA-2017-143686,5/14/2017,Pauline Johnson,West,Technology,1399.93,7,0,601.9699
CA-2015-106565,3/20/2015,Bart Watters,Central,Office Supplies,51.84,8,0,24.8832
CA-2016-149370,9/15/2016,Dean Braden,East,Office Supplies,5.344,1,0.2,1.8704
CA-2014-140858,6/28/2014,Cynthia Arntzen,East,Office Supplies,41.472,8,0.2,14.5152
CA-2014-140858,6/28/2014,Cynthia Arntzen,East,Office Supplies,3.168,3,0.7,-2.4288
CA-2014-140858,6/28/2014,Cynthia Arntzen,East,Furniture,1228.465,5,0.3,0
CA-2014-140858,6/28/2014,Cynthia Arntzen,East,Office Supplies,31.086,3,0.7,-22.7964
CA-2014-140858,6/28/2014,Cynthia Arntzen,East,Office Supplies,335.52,4,0.2,117.432
CA-2017-101434,6/20/2017,Toby Ritter,East,Technology,239.97,3,0,71.991
CA-2017-101434,6/20/2017,Toby Ritter,East,Office Supplies,9.82,2,0,4.8118
US-2014-102071,5/9/2014,Patrick Gardner,West,Technology,67.8,4,0,4.068
US-2014-102071,5/9/2014,Patrick Gardner,West,Technology,167.97,3,0,40.3128
CA-2017-126956,8/21/2017,Greg Tran,Central,Office Supplies,35,7,0,16.8
CA-2017-126956,8/21/2017,Greg Tran,Central,Office Supplies,37.24,4,0,10.7996
CA-2017-126956,8/21/2017,Greg Tran,Central,Office Supplies,15.28,2,0,7.4872
CA-2017-129462,6/16/2017,Joel Eaton,South,Furniture,301.96,2,0,90.588
CA-2017-129462,6/16/2017,Joel Eaton,South,Office Supplies,180.66,3,0,50.5848
CA-2017-129462,6/16/2017,Joel Eaton,South,Technology,191.98,2,0,51.8346
CA-2017-129462,6/16/2017,Joel Eaton,South,Technology,65.99,1,0,17.1574
CA-2016-165316,7/23/2016,Jennifer Braxton,South,Office Supplies,35.216,2,0.2,2.6412
CA-2016-165316,7/23/2016,Jennifer Braxton,South,Office Supplies,23.696,2,0.2,6.5164
CA-2016-165316,7/23/2016,Jennifer Braxton,South,Technology,265.475,1,0.5,-111.4995
US-2014-115987,9/8/2014,Lisa Hazard,Central,Office Supplies,51.184,4,0.8,-79.3352
US-2017-156083,11/4/2017,James Lanier,South,Office Supplies,9.664,2,0.2,3.2616
US-2016-137547,3/7/2016,Ed Braxton,Central,Technology,21.072,3,0.2,1.5804
CA-2015-100454,11/20/2015,Brian Moss,East,Office Supplies,60.45,3,0,16.3215
CA-2015-100454,11/20/2015,Brian Moss,East,Office Supplies,11.52,4,0,3.3408
CA-2015-100454,11/20/2015,Brian Moss,East,Furniture,186.048,4,0.2,9.3024
CA-2016-161669,11/7/2016,Eudokia Martin,West,Office Supplies,37.44,4,0.2,11.7
CA-2016-161669,11/7/2016,Eudokia Martin,West,Office Supplies,26.976,4,0.2,8.7672
CA-2016-161669,11/7/2016,Eudokia Martin,West,Office Supplies,11.36,2,0,3.2944
CA-2016-161669,11/7/2016,Eudokia Martin,West,Office Supplies,14.62,2,0,6.8714
CA-2015-114300,10/13/2015,Art Foster,South,Technology,83.72,7,0,23.4416
CA-2015-114300,10/13/2015,Art Foster,South,Furniture,287.94,3,0,77.7438
CA-2017-107503,1/1/2017,Guy Armstrong,East,Furniture,48.896,4,0.2,8.5568
CA-2014-107755,2/7/2014,Cyma Kinney,East,Technology,115.36,7,0,49.6048
CA-2016-152534,6/20/2016,Dave Poirier,West,Office Supplies,5.16,2,0,1.3416
CA-2016-152534,6/20/2016,Dave Poirier,West,Office Supplies,38.88,6,0,18.6624
CA-2016-113747,5/28/2016,Valerie Dominguez,South,Office Supplies,185.88,6,0,50.1876
CA-2016-123274,2/19/2016,Greg Tran,East,Furniture,44.46,2,0,14.6718
CA-2016-123274,2/19/2016,Greg Tran,East,Office Supplies,242.94,3,0,9.7176
CA-2014-125612,8/3/2014,Berenike Kampe,East,Office Supplies,39.96,2,0,18.7812
CA-2014-125612,8/3/2014,Berenike Kampe,East,Office Supplies,102.3,10,0,26.598
CA-2014-125612,8/3/2014,Berenike Kampe,East,Office Supplies,21.36,2,0,5.7672
CA-2017-161984,4/10/2017,Sanjit Jacobs,East,Office Supplies,7.61,1,0,3.5767
CA-2017-161984,4/10/2017,Sanjit Jacobs,East,Office Supplies,7.16,2,0,3.58
CA-2014-133851,6/9/2014,Chuck Magee,West,Office Supplies,7.36,2,0,0.1472
CA-2014-133851,6/9/2014,Chuck Magee,West,Office Supplies,23.1,2,0,10.626
CA-2016-134474,1/5/2016,Anthony Johnson,South,Technology,191.472,6,0.2,40.6878
CA-2016-134474,1/5/2016,Anthony Johnson,South,Office Supplies,5.248,2,0.2,0.5904
CA-2016-134474,1/5/2016,Anthony Johnson,South,Technology,59.184,2,0.2,5.1786
CA-2014-149020,1/10/2014,Anthony Jacobs,South,Office Supplies,2.89,1,0,1.3583
CA-2014-149020,1/10/2014,Anthony Jacobs,South,Furniture,51.94,1,0,21.2954
CA-2016-134362,9/29/2016,Linda Southworth,East,Office Supplies,15.936,4,0.2,5.1792
CA-2014-136742,4/6/2014,Guy Phonely,East,Office Supplies,44.91,6,0.7,-35.928
CA-2016-158099,9/3/2016,Paul Knutson,East,Office Supplies,1141.47,5,0.7,-760.98
CA-2016-158099,9/3/2016,Paul Knutson,East,Technology,280.782,3,0.4,-46.797
CA-2015-131128,10/19/2015,Tracy Blumstein,East,Office Supplies,34.44,3,0,17.22
CA-2014-148488,12/10/2014,Sally Matthias,East,Office Supplies,11.36,2,0,5.2256
CA-2014-148488,12/10/2014,Sally Matthias,East,Office Supplies,106.344,7,0.2,37.2204
CA-2017-114636,8/25/2017,Guy Armstrong,South,Office Supplies,192.16,5,0.2,67.256
CA-2016-116736,1/17/2016,Chuck Clark,East,Furniture,322.59,3,0,64.518
CA-2016-116736,1/17/2016,Chuck Clark,East,Technology,29.99,1,0,13.1956
CA-2016-116736,1/17/2016,Chuck Clark,East,Technology,371.97,3,0,66.9546
US-2014-158638,9/17/2014,Anthony Garverick,East,Office Supplies,5.892,4,0.7,-4.1244
CA-2017-111689,11/30/2017,Harold Pawlan,East,Office Supplies,68.472,3,0.2,23.1093
CA-2017-111689,11/30/2017,Harold Pawlan,East,Furniture,1242.9,5,0.1,262.39
CA-2015-129098,10/9/2015,Dave Kipp,South,Office Supplies,30.84,2,0,8.3268
US-2017-123463,12/23/2017,Gary Zandusky,West,Office Supplies,13.48,4,0,5.9312
CA-2016-165148,10/22/2016,Peter McVee,Central,Furniture,31.4,5,0,10.048
CA-2014-134061,4/29/2014,Lauren Leatherbury,East,Furniture,17.46,2,0,5.9364
CA-2015-143602,4/25/2015,Jill Stevenson,West,Office Supplies,13.944,3,0.2,4.5318
CA-2017-115364,6/26/2017,Olvera Toch,West,Office Supplies,83.76,12,0,1.6752
CA-2017-150707,10/14/2017,Ed Ludwig,East,Office Supplies,37.66,7,0,18.4534
CA-2014-104976,12/9/2014,Cyma Kinney,West,Office Supplies,34.68,6,0,16.9932
CA-2017-132934,6/20/2017,Jeremy Ellison,East,Technology,149.95,5,0,14.995
CA-2017-132934,6/20/2017,Jeremy Ellison,East,Office Supplies,51.312,3,0.2,18.6006
CA-2017-133256,6/26/2017,Tracy Hopkins,Central,Office Supplies,4.54,1,0,2.043
CA-2017-133256,6/26/2017,Tracy Hopkins,Central,Office Supplies,15.92,4,0,5.4128
CA-2017-133256,6/26/2017,Tracy Hopkins,Central,Technology,543.92,8,0,135.98
CA-2016-105494,11/10/2016,Pamela Coakley,West,Office Supplies,155.82,7,0,42.0714
CA-2016-105494,11/10/2016,Pamela Coakley,West,Office Supplies,70.008,3,0.2,24.5028
CA-2016-140634,10/3/2016,Hunter Lopez,Central,Office Supplies,15.648,2,0.2,5.0856
CA-2014-144407,9/9/2014,Maribeth Schnelling,Central,Office Supplies,103.6,7,0,51.8
CA-2017-160983,10/29/2017,George Bell,East,Office Supplies,46.96,8,0,22.5408
US-2016-114622,4/10/2016,Justin Ritter,East,Office Supplies,8.904,2,0.7,-6.5296
CA-2017-150959,11/11/2017,Tamara Dahlen,Central,Office Supplies,10.44,5,0.2,3.393
CA-2017-150959,11/11/2017,Tamara Dahlen,Central,Office Supplies,18.336,4,0.8,-32.088
CA-2017-132353,9/15/2017,Dave Brooks,Central,Technology,323.976,3,0.2,20.2485
CA-2016-130477,4/8/2016,Logan Currie,West,Office Supplies,20.04,3,0,9.6192
CA-2016-130477,4/8/2016,Logan Currie,West,Office Supplies,64.96,2,0,2.5984
CA-2016-130477,4/8/2016,Logan Currie,West,Office Supplies,12.96,2,0,6.2208
CA-2017-143259,12/30/2017,Patrick O'Donnell,East,Furniture,323.136,4,0.2,12.1176
CA-2017-143259,12/30/2017,Patrick O'Donnell,East,Technology,90.93,7,0,2.7279
CA-2017-143259,12/30/2017,Patrick O'Donnell,East,Office Supplies,52.776,3,0.2,19.791
CA-2017-137596,9/2/2017,Bill Eplett,Central,Technology,1199.8,4,0,323.946
CA-2017-137596,9/2/2017,Bill Eplett,Central,Technology,1928.78,7,0,829.3754
CA-2017-137596,9/2/2017,Bill Eplett,Central,Office Supplies,352.38,2,0,81.0474
CA-2015-133627,5/31/2015,Sample Company A,East,Furniture,22.2,6,0,9.102
CA-2017-102519,11/27/2017,Brian Moss,Central,Furniture,46.94,1,0,19.2454
CA-2017-102519,11/27/2017,Brian Moss,Central,Technology,143.73,9,0,56.0547
US-2014-141215,6/15/2014,Kelly Lampkin,Central,Furniture,99.918,2,0.3,-18.5562
US-2014-141215,6/15/2014,Kelly Lampkin,Central,Furniture,797.944,4,0.3,-56.996
US-2014-141215,6/15/2014,Kelly Lampkin,Central,Office Supplies,8.568,3,0.8,-14.5656
CA-2016-165218,3/5/2016,Rob Williams,Central,Office Supplies,149.352,3,0.2,50.4063
CA-2016-165218,3/5/2016,Rob Williams,Central,Office Supplies,12.992,1,0.2,-0.812
CA-2014-138296,12/5/2014,Roy Collins,South,Office Supplies,24.56,2,0,6.8768
CA-2015-111164,4/11/2015,Sanjit Engle,East,Technology,85.14,3,0,34.9074
CA-2015-111164,4/11/2015,Sanjit Engle,East,Technology,21.99,1,0,10.5552
CA-2015-111164,4/11/2015,Sanjit Engle,East,Office Supplies,406.6,5,0,113.848
CA-2016-149797,9/15/2016,Adam Hart,East,Office Supplies,841.568,2,0.2,294.5488
CA-2014-132962,9/13/2014,Jessica Myrick,East,Office Supplies,15.552,3,0.2,5.4432
CA-2014-132962,9/13/2014,Jessica Myrick,East,Technology,252,5,0.2,53.55
CA-2015-115091,10/5/2015,Joel Jenkins,South,Office Supplies,46.2,4,0,12.936
CA-2015-115091,10/5/2015,Joel Jenkins,South,Office Supplies,28.84,2,0,9.5172
CA-2017-144932,4/14/2017,Alan Barnes,East,Office Supplies,14.592,3,0.2,2.5536
CA-2017-144932,4/14/2017,Alan Barnes,East,Office Supplies,89.856,3,0.2,21.3408
CA-2017-144932,4/14/2017,Alan Barnes,East,Office Supplies,13.872,3,0.2,5.0286
CA-2017-114216,9/2/2017,Ralph Kennedy,East,Office Supplies,12.192,3,0.2,4.1148
CA-2016-140081,6/20/2016,Catherine Glotzbach,East,Office Supplies,45.056,8,0.2,15.2064
CA-2016-140081,6/20/2016,Catherine Glotzbach,East,Office Supplies,29.718,6,0.7,-21.7932
CA-2016-140081,6/20/2016,Catherine Glotzbach,East,Office Supplies,15.552,3,0.2,5.4432
CA-2016-140081,6/20/2016,Catherine Glotzbach,East,Office Supplies,447.696,2,0.2,33.5772
US-2017-111745,11/5/2017,Ruben Ausman,West,Technology,159.99,1,0,54.3966
CA-2015-148250,12/13/2015,Rachel Payne,West,Office Supplies,12.96,2,0,6.2208
CA-2015-148250,12/13/2015,Rachel Payne,West,Office Supplies,134.48,4,0,34.9648
CA-2016-105760,6/19/2016,Karen Carlisle,West,Office Supplies,17.12,2,0,8.0464
CA-2016-142958,12/13/2016,Rob Williams,West,Office Supplies,6.096,2,0.2,2.2098
CA-2016-142958,12/13/2016,Rob Williams,West,Furniture,1114.272,4,0.2,41.7852
CA-2015-120880,5/29/2015,John Lucas,West,Office Supplies,32.4,5,0,15.552
CA-2015-120880,5/29/2015,John Lucas,West,Office Supplies,540.57,3,0,140.5482
CA-2015-120880,5/29/2015,John Lucas,West,Office Supplies,167.76,5,0.2,62.91
US-2015-140200,7/26/2015,Cynthia Arntzen,West,Furniture,393.165,3,0.5,-204.4458
US-2017-110576,11/28/2017,Ross Baird,East,Furniture,516.488,7,0.2,-12.9122
US-2017-110576,11/28/2017,Ross Baird,East,Furniture,1007.232,6,0.2,75.5424
US-2017-110576,11/28/2017,Ross Baird,East,Furniture,2065.32,12,0.4,-619.596
US-2017-110576,11/28/2017,Ross Baird,East,Office Supplies,15.552,3,0.2,5.4432
US-2017-110576,11/28/2017,Ross Baird,East,Office Supplies,25.344,6,0.2,7.92
CA-2017-131156,4/3/2017,Katherine Hughes,East,Furniture,25.472,4,0.2,7.6416
CA-2017-136539,12/28/2017,Greg Hansen,Central,Office Supplies,27.168,2,0.2,2.7168
CA-2017-136539,12/28/2017,Greg Hansen,Central,Furniture,78.8528,2,0.32,-11.596
CA-2017-119305,11/30/2017,Scott Williamson,South,Office Supplies,173.8,5,0,43.45
CA-2017-102414,5/15/2017,Joseph Airdo,West,Technology,29.592,1,0.2,2.5893
CA-2017-102414,5/15/2017,Joseph Airdo,West,Office Supplies,4.752,2,0.7,-3.168
CA-2017-102414,5/15/2017,Joseph Airdo,West,Office Supplies,15.552,3,0.2,5.6376
CA-2015-112571,9/22/2015,Daniel Lacy,West,Furniture,204.6,2,0,53.196
CA-2017-152142,11/14/2017,Lindsay Williams,West,Furniture,321.568,2,0.2,28.1372
CA-2015-160059,11/27/2015,Thomas Brumley,South,Office Supplies,6.24,2,0,3.0576
CA-2016-120859,9/1/2016,Cynthia Voltz,West,Office Supplies,21.88,2,0,10.94
CA-2014-127488,9/22/2014,Maribeth Schnelling,South,Office Supplies,4.608,2,0.2,1.6704
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,9.82,2,0,4.8118
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,35.97,3,0,9.7119
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,12.96,2,0,6.2208
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,191.6,4,0,91.968
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,8.64,3,0,4.2336
CA-2017-135279,4/9/2017,Bryan Spruell,East,Office Supplies,501.81,3,0,0
CA-2014-115791,1/16/2014,Delfina Latchford,East,Furniture,127.104,6,0.2,28.5984
